budget,revenue,profit,popularity,runtime,vote_average,genres1
70000000,225990978,155990978,43.849351,104,6.4,35
50000000,216972543,166972543,45.318703,107,6.2,28
0,0,0,16.368283,124,6.9,18
50000000,242786137,192786137,38.616744,96,5.8,35
50000000,212902372,162902372,65.90161,125,5.6,14
45000000,184376254,139376254,45.220386,129,7.3,80
90000000,161626121,71626121,17.457947,100,6.7,18
50000000,152022101,102022101,10.755847,109,5,28
50000000,120081841,70081841,38.629763,124,6.5,18
50000000,155446362,105446362,32.693093,121,5.9,28
50000000,88715192,38715192,18.806031,97,5.5,35
50000000,161451538,111451538,32.233713,110,5.4,18
50000000,142851197,92851197,37.990705,118,7,35
50000000,200804534,150804534,17.667826,80,5.2,16
60000000,0,-60000000,9.225166,99,5.2,35
50000000,110206216,60206216,46.180421,133,7,18
50000000,189859560,139859560,30.397496,127,6.3,28
50000000,222809600,172809600,83.295796,106,6.8,28
50000000,106303988,56303988,23.935053,98,5.5,12
54000000,132511035,78511035,84.630969,132,7.7,28
50000000,88323487,38323487,16.251204,115,6,28
50000000,69834815,19834815,9.894346,86,6.2,12
50000000,66002004,16002004,12.050755,101,5.1,35
50000000,100020092,50020092,11.596207,113,6,53
50000000,224803475,174803475,53.02787,88,5.7,14
50000000,119137784,69137784,14.382253,124,6.3,53
50000000,144492830,94492830,43.450266,109,5.9,28
50000000,94000000,44000000,16.871194,128,6.3,18
50000000,69411370,19411370,42.526529,144,7,28
50000000,97437106,47437106,34.890999,95,7.3,10749
45000000,82800000,37800000,18.186026,105,5.6,53
50000000,50068310,68310,13.576765,121,6.4,80
50000000,48169156,-1830844,19.434672,125,6,28
50000000,109423648,59423648,62.925175,129,7.5,18
50000000,97607453,47607453,32.927994,125,6.3,27
0,0,0,14.837288,118,6.1,35
50000000,234989584,184989584,39.920035,113,6.1,35
50000000,44547681,-5452319,28.725621,140,6.8,28
50000000,160602194,110602194,20.566554,89,5.8,28
50000000,119208989,69208989,20.333953,104,5.5,28
50000000,41482207,-8517793,33.98637,106,6.2,35
50000000,83719388,33719388,42.472324,141,7.2,18
50000000,0,-50000000,15.931084,124,5.8,28
45000000,129394835,84394835,29.880122,94,6.1,27
50000000,40203020,-9796980,28.803802,108,6.1,35
50000000,55495563,5495563,14.993459,105,6.1,53
50000000,49000000,-1000000,9.114168,102,4.5,28
50000000,69425966,19425966,12.31101,92,4.4,12
40000000,144056873,104056873,41.362082,119,6.3,18
50000000,49718611,-281389,13.298205,119,5.9,18
40000000,60462347,20462347,19.085403,99,6.2,28
50000000,0,-50000000,9.622345,137,6.3,18
50000000,113309743,63309743,11.106006,115,4.4,18
50000000,83761844,33761844,12.25622,87,5,10751
50000000,105197635,55197635,13.365715,129,5.8,18
50000000,56714147,6714147,16.167093,120,6,80
50000000,30303072,-19696928,23.073933,132,6,28
50000000,82169884,32169884,6.567065,121,6,80
50000000,58900031,8900031,6.22577,95,5.9,35
44000000,63327201,19327201,42.933027,125,6,28
50000000,42792561,-7207439,19.226763,98,6.2,28
50000000,26199517,-23800483,10.089065,110,6.1,80
50000000,60161391,10161391,13.391833,118,6,18
50000000,42277365,-7722635,21.637234,97,5.6,28
70000000,23159305,-46840695,61.245957,86,7.6,12
50000000,34808403,-15191597,25.237969,119,7.1,12
50000000,25035950,-24964050,21.589393,139,6.6,10752
50000000,38955598,-11044402,22.442241,130,7.3,18
40000000,0,-40000000,6.004422,100,5.4,35
50000000,71561644,21561644,74.64653,114,6.3,28
51500000,55112356,3612356,35.481169,100,7.2,53
50000000,44434439,-5565561,14.723467,110,5.8,28
60000000,66976317,6976317,21.084542,148,6.2,12
49900000,26121638,-23778362,21.408222,102,5.2,35
50000000,38502340,-11497660,19.267479,84,5.8,18
50000000,10541523,-39458477,3.314004,114,5.9,28
50000000,16671505,-33328495,21.312186,99,5.8,28
50000000,10382407,-39617593,7.44268,135,5.5,18
22000000,24188922,2188922,12.54949,108,6.5,18
50000000,22944502,-27055498,18.394571,127,6,28
50000000,9851610,-40148390,8.189406,95,5.2,28
50000000,40828540,-9171460,27.631262,95,5.6,28
60000000,60052138,52138,40.721373,124,5.6,14
55000000,0,-55000000,11.329727,109,5.9,35
50000000,55969000,5969000,37.253774,100,4.7,35
50000000,6808550,-43191450,6.397388,88,5,35
60000000,0,-60000000,2.275331,105,5.4,35
50000000,28931401,-21068599,30.387148,105,5.3,14
50000000,12764201,-37235799,8.139676,97,3.9,28
49000000,72700000,23700000,21.746245,87,5.7,28
49000000,20423389,-28576611,2.808428,104,6.2,28
50000000,36348784,-13651216,31.02233,116,7.2,18
48000000,207515725,159515725,25.170217,147,6.9,53
48000000,474171806,426171806,80.972475,127,7.6,12
0,68929150,68929150,26.38704,130,6.5,18
49000000,104399548,55399548,116.700319,120,6.6,80
73000000,151493655,78493655,33.884459,118,6.5,18
48000000,196397415,148397415,53.043124,111,6.5,80
0,0,0,0.716764,0,4.3,27
75000000,108000000,33000000,34.973086,114,6.6,28
50000000,3324330,-46675670,40.371098,137,6.1,80
48000000,85498534,37498534,18.60049,112,6,12
48000000,50315140,2315140,30.920075,120,7.1,18
0,0,0,11.940711,118,6,35
48000000,90383208,42383208,19.348007,93,5.6,14
58000000,25928721,-32071279,8.59075,127,6.6,10402
55000000,70016220,15016220,48.801089,122,6.9,37
48000000,325771424,277771424,88.844777,109,6.1,53
48000000,77745568,29745568,16.000178,123,6.5,10749
47000000,102825796,55825796,19.525659,96,5.7,35
0,528972,528972,1.246883,101,6.6,18
47000000,103738726,56738726,7.859226,103,5.9,12
48000000,124305181,76305181,18.102572,113,6.6,18
48000000,35743308,-12256692,7.226115,132,6.5,35
15000000,125212904,110212904,63.071046,93,7.2,28
0,0,0,24.132271,167,7.7,18
47000000,38085778,-8914222,10.410933,75,4.6,16
47000000,12379402,-34620598,6.067212,104,5.7,18
38000000,299288605,261288605,15.401855,105,6.3,35
0,0,0,10.698929,102,5.5,35
46000000,113714830,67714830,41.322708,118,6.8,80
46000000,150000000,104000000,25.6713,111,7,878
47000000,10539000,-36461000,22.581313,80,4.4,28
46000000,100860818,54860818,12.971122,117,6.2,18
45000000,181000000,136000000,26.721386,86,6.4,35
25000000,15436808,-9563192,24.672234,127,6.6,80
46000000,5200000,-40800000,0.146783,140,6.5,18
46000000,341631208,295631208,28.964162,91,5,14
45000000,376141306,331141306,49.353524,91,6.1,28
48000000,220673217,172673217,36.585509,84,5.8,35
45000000,212000000,167000000,32.624355,111,6.1,35
45000000,101702060,56702060,53.090422,93,5.8,28
40000000,95149435,55149435,30.002907,113,6,35
45000000,195268056,150268056,17.923254,141,6.3,18
45000000,117615211,72615211,17.746719,119,6.4,18
45000000,175372502,130372502,31.305336,97,7,18
45000000,178051587,133051587,19.637704,117,6.3,18
43000000,154749918,111749918,10.411996,101,5.6,10749
46000000,122126687,76126687,88.496873,153,7.9,18
45000000,104876233,59876233,52.081131,122,7.3,28
45000000,90683916,45683916,30.816341,102,6.9,35
45000000,141220678,96220678,35.376971,83,5.4,35
45000000,165184237,120184237,17.047276,103,6.5,35
45000000,131183530,86183530,43.815492,120,6.5,27
30000000,76669806,46669806,23.234651,136,7.3,18
45000000,94935764,49935764,17.270539,89,5.9,28
45000000,136885767,91885767,27.684779,89,4.7,12
45000000,113916474,68916474,26.79781,100,5.8,35
40000000,244931766,204931766,37.073127,135,7,35
120000000,363258859,243258859,87.350802,95,6.8,12
35000000,74558115,39558115,26.134678,122,6.6,27
45000000,170362582,125362582,16.582709,110,5.5,28
45000000,53854588,8854588,10.731574,135,5.9,35
0,0,0,2.094151,111,6.2,35
45000000,56070433,11070433,8.99269,95,5.6,10749
50000000,104478416,54478416,51.742065,109,6.6,12
0,0,0,7.157635,93,4.3,35
45000000,148412065,103412065,12.06538,94,6.1,27
40000000,123494610,83494610,44.120328,117,6.6,35
45000000,38399961,-6600039,6.156015,112,6.4,12
45000000,0,-45000000,12.362876,111,6.1,28
45000000,0,-45000000,11.095914,96,5.9,12
45000000,82966152,37966152,31.856589,131,6.2,80
25000000,56422687,31422687,24.459948,94,6.1,28
40000000,160583018,120583018,28.029015,88,6,12
50000000,55181129,5181129,20.239061,88,5.5,14
40000000,30925690,-9074310,25.876582,137,6.5,28
0,0,0,11.872841,133,7.1,12
35000000,75225693,40225693,20.360549,119,6.7,18
55000000,65664721,10664721,32.31022,105,6.2,28
70000000,72108608,2108608,27.568194,101,5.4,28
45000000,0,-45000000,6.250282,92,4.7,28
45000000,0,-45000000,11.120344,117,5.5,35
45000000,57881056,12881056,13.707183,86,5.3,12
35000000,29400000,-5600000,12.495436,123,6.5,80
45000000,38058335,-6941665,6.803965,134,6.1,35
45000000,17300889,-27699111,9.025236,100,4.7,12
57000000,0,-57000000,7.524671,117,5.8,18
44000000,13681765,-30318235,3.770161,192,7.1,36
45000000,60222298,15222298,21.118196,128,6.7,53
45000000,11203026,-33796974,6.513856,106,6,12
45000000,9323833,-35676167,11.387408,160,6.3,18
110,0,-110,9.950505,114,6.6,28
45000000,42487390,-2512610,14.813057,99,5,28
40000000,8493890,-31506110,5.201688,85,6.3,28
45000000,4607608,-40392392,5.361699,139,6.4,18
45000000,2154540,-42845460,3.848893,103,4,28
45000000,160078586,115078586,35.6585,101,6,80
65000000,73706,-64926294,5.258726,87,2.3,16
44500000,232324128,187824128,62.01056,120,7.1,18
44000000,368875760,324875760,54.884297,130,7.2,12
40000000,136000000,96000000,33.747825,110,5.5,28
44000000,165615285,121615285,16.245068,147,7.3,80
44000000,300400432,256400432,38.653969,96,6.3,28
44000000,0,-44000000,3.937352,118,5.5,18
2600000,84300000,81700000,46.007991,88,6.9,16
44000000,3484331,-40515669,5.380124,219,6.4,28
50000000,111340801,61340801,49.020045,106,6.4,14
40000000,34227298,-5772702,24.821138,109,5.6,18
43000000,80049764,37049764,19.043286,136,7,18
43000000,0,-43000000,5.418921,103,6,35
45000000,50871113,5871113,25.999888,103,6.6,28
43000000,68696770,25696770,18.65632,84,5.3,10749
42000000,270248367,228248367,23.736535,154,6.6,18
44000000,48190704,4190704,21.75433,99,6.8,18
40000000,51070807,11070807,44.094856,93,6.3,28
42000000,201585328,159585328,62.714026,109,6.7,28
42000000,363889678,321889678,28.969151,124,7,10749
45000000,224834564,179834564,31.789029,84,6.5,16
42000000,171963386,129963386,33.238296,90,5.8,35
40000000,70100000,30100000,6.420434,117,5.4,35
43000000,158674180,115674180,37.654688,117,6.5,28
31115000,71000000,39885000,13.244365,248,6.7,18
0,73100172,73100172,26.799913,105,6,35
42000000,63781810,21781810,14.046705,115,6.1,18
42000000,0,-42000000,3.844926,126,6.5,35
32000000,55157539,23157539,14.733513,119,6.1,18
42000000,0,-42000000,16.122168,83,5.4,35
32000000,156167015,124167015,28.22119,133,5.9,12
42000000,89162162,47162162,45.151657,100,5.6,14
60000000,56359980,-3640020,15.205371,120,5.7,28
48000000,20915465,-27084535,14.587367,104,4,12
42000000,24127895,-17872105,34.828241,122,7,80
31000000,177394432,146394432,23.607392,99,7.2,18
40000000,36893721,-3106279,19.438503,91,5.3,28
44000000,12342632,-31657368,74.168016,112,6.1,28
42000000,11087569,-30912431,7.349497,100,6.3,12
33000000,14000000,-19000000,7.663515,100,6.8,28
41000000,215000000,174000000,32.798571,110,6.8,18
0,0,0,5.794466,100,5.3,12
65000000,117487473,52487473,36.670399,132,6.6,12
41000000,0,-41000000,14.653718,88,5.3,53
40000000,672806292,632806292,73.085576,107,7.7,9648
42000000,46221189,4221189,34.041407,102,6.2,28
41000000,7448385,-33551615,9.419726,100,5.6,35
8000000,90815558,82815558,28.456572,126,6.9,18
40000000,251171807,211171807,49.664128,138,6.8,18
40000000,317375031,277375031,36.238968,108,6.7,35
70000000,177841558,107841558,19.439386,105,6.2,80
40000000,332000000,292000000,43.345252,108,7.4,12
40000000,126546825,86546825,115.241998,89,6.3,28
40000000,571006128,531006128,98.755657,125,5.2,18
38000000,197011982,159011982,21.998734,84,4.7,28
40000000,152266007,112266007,25.219805,149,7,80
40000000,190212113,150212113,26.516624,98,6,35
40000000,149295601,109295601,37.084384,121,7.4,28
40000000,107458785,67458785,21.661028,128,6.7,35
40000000,320170008,280170008,68.794673,134,7,27
40000000,224920315,184920315,69.27822,120,7.1,18
40000000,177259441,137259441,26.253357,129,6.2,35
45000000,178262620,133262620,32.549282,83,5.3,35
40000000,161834276,121834276,24.992057,116,5.7,27
40000000,244527583,204527583,45.769562,118,7.1,12
40000000,111811453,71811453,36.301202,100,5.9,35
40000000,215862692,175862692,45.022964,128,7.1,10749
40000000,129540499,89540499,22.853006,123,6.6,10749
40000000,95020213,55020213,31.884559,128,6.8,18
40000000,128798265,88798265,31.385257,139,7,53
40000000,169837010,129837010,67.767785,110,5.4,35
40000000,120455994,80455994,24.287306,120,6.7,12
35000000,194564672,159564672,53.114573,121,7.1,35
40000000,124827316,84827316,25.136082,102,6.1,28
40000000,75505856,35505856,37.776566,112,7.1,28
40000000,124731534,84731534,21.743321,152,7.2,18
40000000,158733820,118733820,66.003433,124,7.2,28
40000000,151161491,111161491,24.862767,90,6.2,18
41000000,91636986,50636986,25.391899,105,6.5,35
40000000,141069860,101069860,29.854773,114,5.7,35
40000000,205405498,165405498,26.82041,189,7.5,18
40000000,138259062,98259062,17.61292,99,5.4,35
57000000,147845033,90845033,21.021809,123,5.8,28
20000000,136267476,116267476,52.571674,102,6.1,35
40000000,196781193,156781193,34.519636,109,6.2,35
40000000,186167139,146167139,32.478077,82,5.4,27
40000000,165478348,125478348,48.445978,141,7.2,53
40000000,91753202,51753202,24.012986,106,6,28
40000000,90029656,50029656,17.869443,109,5.9,35
50000000,170128460,120128460,14.231899,107,5.9,18
40000000,54682547,14682547,23.088571,110,6.2,35
40000000,87840042,47840042,19.833664,96,5,28
35000000,75395048,40395048,26.595983,131,7.3,28
40000000,85412898,45412898,26.072228,119,7,80
30000000,130786397,100786397,38.643914,113,6.5,28
40000000,109676311,69676311,74.440708,130,8,18
42000000,107670357,65670357,82.185281,108,6.1,35
40000000,74597643,34597643,18.14218,89,5.7,16
40000000,120175290,80175290,41.570047,139,7.3,28
40000000,191185897,151185897,23.331459,130,6.2,28
40000000,126248813,86248813,47.649554,107,6,28
0,0,0,7.519433,116,5.8,35
40000000,92913171,52913171,32.908414,96,6.4,53
40000000,114830111,74830111,29.88736,99,6.5,10749
43000000,91974818,48974818,29.105407,104,6.4,18
0,51854875,51854875,16.394452,105,6.5,14
40000000,84601681,44601681,19.574774,101,6,35
40000000,67347013,27347013,14.199933,134,6.8,10402
40000000,45916769,5916769,12.229516,135,6.7,18
40000000,141591324,101591324,27.303608,98,5.8,27
36000000,74000000,38000000,3.698276,155,6.8,18
40000000,0,-40000000,7.021871,106,5.8,12
40000000,41797066,1797066,39.381913,94,4.9,14
40000000,0,-40000000,14.398356,95,5.4,35
65000000,0,-65000000,8.680334,103,5.7,18
40000000,145896422,105896422,17.659032,96,6.2,35
40000000,97552050,57552050,43.151268,104,6.5,12
40000000,41863726,1863726,15.283444,95,5.4,35
40000000,97138686,57138686,35.21926,111,6.1,27
40000000,96618699,56618699,25.580272,123,6.1,53
38000000,34416893,-3583107,10.794175,140,6.7,18
40000000,126069509,86069509,72.641296,97,5.3,35
40000000,36037909,-3962091,3.415534,94,5,35
47000000,157887643,110887643,38.555482,92,5.9,27
0,0,0,6.786117,102,5.3,35
40000000,55707411,15707411,24.313684,122,7,18
30000000,50451307,20451307,9.965073,103,5.9,35
40000000,0,-40000000,15.055732,102,5.5,35
0,0,0,32.808675,116,5.8,35
25000000,48063435,23063435,8.178203,108,5.4,12
40000000,55247881,15247881,31.066874,129,6.9,18
40000000,58785180,18785180,22.491388,102,6.1,35
40000000,46442528,6442528,12.885985,117,6.3,18
40000000,30199105,-9800895,7.832337,117,5.6,80
40000000,31670620,-8329380,10.433667,135,6.7,18
40000000,0,-40000000,3.321949,107,4.9,18
75000000,29000000,-46000000,4.842626,90,5,35
40000000,49627779,9627779,13.210898,96,4.6,14
40000000,27053815,-12946185,3.296933,104,5.2,28
35000000,0,-35000000,22.939557,115,6.4,18
40000000,65754228,25754228,19.372805,119,6.4,18
40000000,62771059,22771059,13.445697,99,5.4,27
500000,3000000,2500000,17.002096,110,7.2,18
40000000,24332324,-15667676,4.516953,128,5.9,35
40000000,60965854,20965854,33.785969,108,6.5,28
40000000,38172500,-1827500,16.059443,86,6.9,14
40000000,22433915,-17566085,3.476966,108,5.7,80
0,0,0,5.778724,128,5.9,18
40000000,46546197,6546197,7.360793,84,4.7,28
0,0,0,3.621837,111,6,18
45000000,20350754,-24649246,14.513305,128,4.9,18
40000000,60474340,20474340,22.364549,123,6.5,18
40000000,0,-40000000,6.90894,101,5.7,28
63600000,19412993,-44187007,4.494788,102,4.8,28
42000000,180274123,138274123,47.559928,113,7,53
55000000,14375181,-40624819,2.410546,107,4.2,28
40000000,46471023,6471023,41.258956,87,7.5,12
40000000,16872671,-23127329,8.980846,103,5.7,35
40000000,14358033,-25641967,7.222985,99,5.7,35
10000000,173921954,163921954,73.720244,122,7.8,35
0,0,0,10.0403,91,5.5,35
60000000,13395939,-46604061,15.219263,103,5.6,35
40000000,24719215,-15280785,8.303696,107,6.6,12
38000000,28121100,-9878900,4.746085,106,5.9,18
40000000,18902015,-21097985,6.756886,101,3.2,27
40000000,28169671,-11830329,16.424807,109,5.5,12
40000000,19322135,-20677865,15.590001,89,5.9,28
0,0,0,5.483671,103,6.3,35
0,0,0,1.630541,115,5.2,28
45000000,10667893,-34332107,14.566664,82,4.2,28
33000000,20645327,-12354673,28.353517,108,6.5,28
40000000,0,-40000000,9.579975,102,6.1,28
40000000,10959475,-29040525,2.911819,93,5,28
0,0,0,10.844882,88,4.8,35
50000000,32017803,-17982197,51.502884,107,7,878
40000000,22044277,-17955723,13.119133,91,6,18
40000000,0,-40000000,4.238482,94,5.4,12
40000000,13644292,-26355708,26.935458,115,5.5,28
40000000,23937870,-16062130,16.282962,93,5.1,12
20000000,117760134,97760134,31.690456,105,6.6,53
20000000,7563728,-12436272,17.842246,107,6.2,28
0,0,0,8.048305,101,6.6,28
30000000,0,-30000000,14.188982,111,7.1,35
40000000,0,-40000000,6.884467,126,6.3,28
25000000,0,-25000000,8.212018,112,4.3,28
39200000,86758912,47558912,64.238688,126,6.7,28
25000000,0,-25000000,17.375562,90,6.5,12
0,0,0,6.7698,90,5.9,28
15000000,94000000,79000000,44.690107,102,7.3,14
40000000,100000000,60000000,16.254032,159,7.5,28
39000000,101229792,62229792,37.492928,107,6.7,18
0,69485490,69485490,18.678415,102,5.8,35
39000000,35287788,-3712212,27.908783,87,6.6,16
39000000,38869464,-130536,45.388937,119,7.4,878
39000000,6614280,-32385720,2.817364,106,4.5,10749
39000000,75850624,36850624,22.164202,125,5.3,35
40000000,44907260,4907260,21.362949,113,6,35
80341000,127814609,47473609,14.8375,150,7.1,12
30000000,180622424,150622424,18.256028,108,6,35
38000000,205298907,167298907,22.332927,96,6.4,35
0,0,0,5.417787,90,5.5,35
38000000,119723358,81723358,24.085144,100,5.3,28
38000000,120000000,82000000,14.779041,118,6.4,878
3860000,64076736,60216736,19.947265,130,6.3,28
38000000,114156230,76156230,16.801218,120,6.7,18
40000000,0,-40000000,5.057695,88,6.8,12
50000000,73956241,23956241,20.825781,146,7.2,18
38000000,51801187,13801187,11.500783,114,6.2,18
35000000,0,-35000000,13.932203,123,5.7,80
38000000,107597242,69597242,41.258487,94,5,28
53000000,29700000,-23300000,6.454634,102,5.6,18
38000000,0,-38000000,5.257009,99,5.5,35
38000000,58401898,20401898,30.359164,133,6.3,27
38000000,17380126,-20619874,3.426555,118,5.7,18
57000000,16991902,-40008098,11.60815,105,6,10402
10000000,47536959,37536959,18.664624,110,6.9,18
38000000,10300000,-27700000,10.047579,129,6.3,28
15000000,19629760,4629760,52.731379,109,7.8,27
38000000,98337295,60337295,46.630062,119,6.2,878
37000000,6482195,-30517805,4.131546,118,5.8,28
0,0,0,5.641978,110,5.4,28
55000000,17869048,-37130952,23.465539,90,6.2,12
32000000,28258060,-3741940,25.682509,137,7,18
38000000,5410749,-32589251,6.760922,93,4.3,12
40000000,9793496,-30206504,3.87823,130,7.1,18
38000000,109906372,71906372,57.889964,112,5.6,12
37000000,173567581,136567581,57.773583,133,7.3,18
37000000,154026136,117026136,24.218358,125,7,80
40000000,79700000,39700000,27.009723,110,5.8,10749
37000000,163720069,126720069,31.941347,96,6.5,35
37000000,100076342,63076342,14.353279,96,5.6,12
38000000,90247624,52247624,33.003828,123,7.7,18
37000000,48451803,11451803,30.993736,188,7.5,18
30000000,55583804,25583804,25.825771,107,5.3,28
38000000,112343513,74343513,46.078371,110,5.9,35
37000000,95404397,58404397,6.63839,113,6.7,18
37000000,392616625,355616625,127.084938,122,5.8,12
36000000,102244770,66244770,27.465433,116,7,18
65000000,117758500,52758500,16.865782,93,6.1,28
37000000,269994119,232994119,100.348805,110,6.8,35
36500000,21834845,-14665155,2.785832,115,5.3,28
36000000,50159144,14159144,9.176339,95,6.6,18
36000000,160000000,124000000,23.380757,134,5.8,12
36000000,64572262,28572262,33.926473,101,6,878
36000000,52424533,16424533,6.967857,107,6.7,10751
42000000,32168970,-9831030,11.470135,124,5.4,53
36000000,44350926,8350926,19.854932,109,5.8,28
37000000,26250020,-10749980,29.652536,105,5.2,18
0,0,0,8.102925,130,6.2,36
0,0,0,2.79483,127,6.3,18
37000000,96047633,59047633,11.492474,114,5.8,18
36000000,12532777,-23467223,70.398356,106,7.5,53
36000000,3003296,-32996704,1.068453,95,4.6,18
37000000,63800345,26800345,6.293217,81,5.2,16
0,0,0,3.457194,95,5.3,35
35000000,459270619,424270619,82.21166,100,7.2,35
36000000,156844753,120844753,19.167377,105,6.5,28
33000000,310940086,277940086,18.316151,95,6.2,12
35000000,411348924,376348924,44.104469,126,7,14
0,0,0,6.668679,112,5.9,18
35000000,321731527,286731527,36.172182,118,6.4,12
29000000,309208309,280208309,25.767395,129,7.2,18
35000000,147934180,112934180,21.543389,88,5.5,28
35000000,117000000,82000000,50.309843,98,6.5,35
38000000,252276927,214276927,49.292384,110,7.2,18
35000000,326551094,291551094,83.893257,109,7,35
35000000,139000000,104000000,24.616634,132,6.2,878
35000000,173965010,138965010,34.005726,111,5.6,35
35000000,182300000,147300000,27.714043,128,7,80
35000000,69823199,34823199,45.149948,123,6.5,18
35000000,140795793,105795793,72.774941,125,5.9,35
35000000,68915888,33915888,3.74263,105,5.5,35
27000000,231976425,204976425,29.381878,162,7,18
35000000,126216940,91216940,24.860326,138,7.7,80
35000000,86369815,51369815,11.041659,100,5.8,12
35000000,0,-35000000,11.897925,90,6.3,35
35000000,113374103,78374103,23.607071,108,5.5,878
1800000,25504513,23704513,38.204158,91,7.2,27
33000000,104155843,71155843,25.413955,107,6,27
0,0,0,28.98027,132,6.3,28
35000000,60251371,25251371,9.525037,123,6.8,18
34000000,95608995,61608995,18.39217,90,6,12
32000000,52277485,20277485,9.254647,109,6.8,18
35000000,150483765,115483765,40.526587,109,6.5,10749
35000000,108758521,73758521,50.179171,91,5.6,35
35000000,112544580,77544580,31.957947,125,7.3,35
34000000,48169908,14169908,19.822791,202,7.2,18
35000000,88058786,53058786,38.429648,134,5.6,35
35000000,92219310,57219310,13.707843,88,5.2,35
35000000,91353501,56353501,51.927471,92,6.2,14
35000000,69307224,34307224,14.503568,91,5.2,35
0,0,0,6.74556,80,5.2,35
30000000,58405313,28405313,11.120167,98,5.8,35
35000000,41954997,6954997,40.370442,127,7.4,80
33000000,102984862,69984862,40.715623,100,6.4,27
10700000,122200000,111500000,36.230204,114,7,27
0,0,0,23.666229,104,6,35
35000000,85416905,50416905,25.903237,100,5.2,28
40000000,173930596,133930596,60.231382,109,6.7,28
35000000,77477008,42477008,18.38292,106,5.7,35
35000000,59901913,24901913,14.029012,112,5.9,35
0,0,0,15.913783,95,5.1,12
35000000,35323292,323292,6.889633,102,6.9,35
35000000,99423521,64423521,19.286099,102,4.1,28
35000000,120072577,85072577,50.587541,150,8,18
35000000,0,-35000000,3.721272,101,6.4,18
40000000,68766121,28766121,17.157738,113,5.5,27
27000000,115505027,88505027,22.636908,104,6.7,18
35000000,84606030,49606030,28.069419,137,6,18
35000000,72436439,37436439,19.774543,110,6,27
35000000,45479110,10479110,11.644243,101,5.4,18
35000000,57120318,22120318,27.934978,108,5.9,878
35000000,32483410,-2516590,12.677505,101,5.9,18
35000000,40263020,5263020,8.737058,112,6.3,35
35000000,27107960,-7892040,12.343507,111,6.1,878
35000000,36098382,1098382,14.699342,102,5.8,35
45000000,30353232,-14646768,14.513243,101,5.1,28
35000000,25105255,-9894745,5.525544,155,6.3,80
8900000,4100000,-4800000,15.079993,93,5.6,80
35000000,93246388,58246388,23.835055,109,6,35
35000000,0,-35000000,5.926966,140,6.1,80
30000000,68369434,38369434,25.454549,104,5.5,18
31000000,27388767,-3611233,22.71592,96,5.9,10751
35000000,50363790,15363790,35.120736,123,7,18
35000000,82087155,47087155,19.893646,106,5.6,53
35000000,19478106,-15521894,14.051852,76,5.2,16
35000000,0,-35000000,9.011729,111,6.9,35
35000000,25871834,-9128166,19.088655,85,4.9,28
56000000,19701164,-36298836,29.490057,109,5.7,53
35000000,19294901,-15705099,11.195593,97,5.1,27
35000000,31083599,-3916401,17.709888,91,6.2,80
35000000,51680201,16680201,18.262017,87,5.4,28
35000000,29882645,-5117355,10.10364,132,6.5,10752
35000000,46216641,11216641,28.670477,118,5.7,28
31000000,41512007,10512007,16.736734,98,6,35
35000000,39340177,4340177,13.668633,92,4.6,35
30000000,0,-30000000,9.780588,93,5.3,28
27000000,16519460,-10480540,9.904881,117,5.8,14
35000000,63215872,28215872,9.789027,92,6,28
35000000,0,-35000000,6.81729,115,5.7,28
35000000,18317151,-16682849,10.73522,96,6.6,35
0,0,0,11.1399,111,6.4,18
35000000,13678913,-21321087,6.727949,94,5.7,28
35000000,27409889,-7590111,16.343317,105,7,18
40000000,12206028,-27793972,14.818718,101,5.3,28
32000000,54674226,22674226,43.862456,139,6.5,18
33000000,0,-33000000,2.706207,91,4.7,28
35000000,17508518,-17491482,27.903999,110,5.5,28
35000000,11560806,-23439194,3.746806,102,4.8,18
20500000,10089373,-10410627,17.112498,102,5.6,28
35000000,12506188,-22493812,10.304172,83,4.9,10751
35000000,61181942,26181942,37.335721,123,6.9,12
0,0,0,0.912395,103,4.7,14
35000000,42064105,7064105,16.782471,118,6.5,35
35000000,4651977,-30348023,3.503408,114,6.6,18
35000000,0,-35000000,9.122828,180,7.7,28
35000000,0,-35000000,5.419181,121,6.6,28
35000000,16838910,-18161090,9.07278,114,6.2,53
35000000,0,-35000000,2.864979,173,7.4,28
35000000,15000000,-20000000,2.877488,135,6.7,10752
38000000,635096,-37364904,5.516207,138,6.6,18
0,25147786,25147786,13.930763,148,7,18
35000000,10496317,-24503683,20.27704,93,5.8,28
0,0,0,0.126738,100,0,18
34000000,348319861,314319861,131.815575,113,7,28
35000000,14431253,-20568747,16.832312,91,5,35
34000000,32255440,-1744560,9.133747,139,7,18
35000000,15304890,-19695110,24.606012,96,6.8,18
70000000,11263966,-58736034,3.276912,101,5.3,28
35000000,2106557,-32893443,16.830184,96,5.1,28
41677699,187479518,145801819,39.58676,100,7.5,16
34000000,63013281,29013281,41.946523,128,7.3,18
75000000,19598588,-55401412,20.697556,109,5.4,18
34000000,0,-34000000,1.656695,114,5.3,10749
35000000,0,-35000000,17.932561,106,5.4,35
35000000,27330000,-7670000,15.50957,141,6.5,18
32000000,40382659,8382659,4.602185,195,7.1,18
40000000,243240178,203240178,40.379966,138,7.1,18
50000000,79958599,29958599,12.601306,101,5.3,28
30000000,173959438,143959438,24.389194,98,5.6,80
34000000,0,-34000000,12.867326,85,6.3,10751
